Row,Date,Time,Device,State
0,01/16/21,18:25:43,Heat Ex Comp,0
1,01/16/21,18:36:40,Heat Ex Comp,1
2,01/16/21,18:36:40,Cooling,1
3,01/16/21,18:39:24,Heat Ex Comp,0
4,01/16/21,18:49:17,Cooling,1
5,01/16/21,18:49:23,Heat Ex Comp,1
6,01/16/21,18:50:17,Effulent Coil,1
7,01/16/21,18:52:08,Heat Ex Comp,0
8,01/16/21,19:00:52,Effulent Coil,0
9,01/16/21,19:02:53,Heat Ex Comp,1
10,01/16/21,19:02:53,Cooling,1
11,01/16/21,19:05:38,Heat Ex Comp,0
12,01/16/21,19:16:21,Heat Ex Comp,1
13,01/16/21,19:16:21,Cooling,1
14,01/16/21,19:19:05,Heat Ex Comp,0
15,01/16/21,19:29:53,Heat Ex Comp,1
16,01/16/21,19:29:53,Cooling,1
17,01/16/21,19:32:42,Heat Ex Comp,0
18,01/16/21,19:43:16,Heat Ex Comp,1
19,01/16/21,19:43:16,Cooling,1
20,01/16/21,19:45:59,Heat Ex Comp,0
21,01/16/21,19:56:08,Heat Ex Comp,1
22,01/16/21,19:56:08,Cooling,1
23,01/16/21,19:58:49,Heat Ex Comp,0
24,01/16/21,20:09:08,Heat Ex Comp,1
25,01/16/21,20:09:08,Cooling,1
26,01/16/21,20:11:53,Heat Ex Comp,0
27,01/16/21,20:22:47,Heat Ex Comp,1
28,01/16/21,20:22:47,Cooling,1
29,01/16/21,20:25:34,Heat Ex Comp,0
30,01/16/21,20:30:17,Effulent Coil,1
31,01/16/21,20:34:22,Cooling,1
32,01/16/21,20:35:34,Heat Ex Comp,1
33,01/16/21,20:38:15,Heat Ex Comp,0
34,01/16/21,20:40:53,Effulent Coil,0
35,01/16/21,20:49:49,Heat Ex Comp,1
36,01/16/21,20:49:49,Cooling,1
37,01/16/21,20:52:32,Heat Ex Comp,0
38,01/16/21,21:03:21,Heat Ex Comp,1
39,01/16/21,21:03:21,Cooling,1
40,01/16/21,21:06:08,Heat Ex Comp,0
41,01/16/21,21:17:03,Heat Ex Comp,1
42,01/16/21,21:17:03,Cooling,1
43,01/16/21,21:19:52,Heat Ex Comp,0
44,01/16/21,21:30:47,Heat Ex Comp,1
45,01/16/21,21:30:47,Cooling,1
46,01/16/21,21:33:33,Heat Ex Comp,0
47,01/16/21,21:44:14,Heat Ex Comp,1
48,01/16/21,21:44:14,Cooling,1
49,01/16/21,21:47:03,Heat Ex Comp,0
50,01/16/21,21:58:09,Heat Ex Comp,1
51,01/16/21,21:58:09,Cooling,1
52,01/16/21,22:00:54,Heat Ex Comp,0
53,01/16/21,22:10:17,Effulent Coil,1
54,01/16/21,22:11:44,Heat Ex Comp,1
55,01/16/21,22:11:44,Cooling,1
56,01/16/21,22:14:30,Heat Ex Comp,0
57,01/16/21,22:20:53,Effulent Coil,0
58,01/16/21,22:25:47,Heat Ex Comp,1
59,01/16/21,22:25:47,Cooling,1
60,01/16/21,22:28:34,Heat Ex Comp,0
61,01/16/21,22:39:24,Heat Ex Comp,1
62,01/16/21,22:39:24,Cooling,1
63,01/16/21,22:42:09,Heat Ex Comp,0
64,01/16/21,22:53:13,Heat Ex Comp,1
65,01/16/21,22:53:13,Cooling,1
66,01/16/21,22:55:57,Heat Ex Comp,0
67,01/16/21,23:06:42,Heat Ex Comp,1
68,01/16/21,23:06:42,Cooling,1
69,01/16/21,23:09:25,Heat Ex Comp,0
70,01/16/21,23:20:37,Heat Ex Comp,1
71,01/16/21,23:20:37,Cooling,1
72,01/16/21,23:23:19,Heat Ex Comp,0
73,01/16/21,23:34:07,Heat Ex Comp,1
74,01/16/21,23:34:07,Cooling,1
75,01/16/21,23:36:51,Heat Ex Comp,0
76,01/16/21,23:47:25,Heat Ex Comp,1
77,01/16/21,23:47:25,Cooling,1
78,01/16/21,23:50:08,Heat Ex Comp,0
79,01/16/21,23:50:17,Effulent Coil,1
80,01/14/21,10:32:53,Heat Ex Comp,0
81,01/14/21,10:35:48,pH Pump,1
82,01/14/21,10:36:17,pH Pump,0
83,01/14/21,10:39:57,pH Pump,1
84,01/14/21,10:40:27,pH Pump,0
85,01/14/21,10:44:08,pH Pump,1
86,01/14/21,10:44:08,Heat Ex Comp,1
87,01/14/21,10:44:08,Cooling,1
88,01/14/21,10:44:38,pH Pump,0
89,01/14/21,10:46:48,Heat Ex Comp,0
90,01/14/21,10:57:57,Heat Ex Comp,1
91,01/14/21,10:57:57,Cooling,1
92,01/14/21,11:00:43,Heat Ex Comp,0
93,01/14/21,11:11:16,Heat Ex Comp,1
94,01/14/21,11:11:16,Cooling,1
95,01/14/21,11:14:01,Heat Ex Comp,0
96,01/14/21,11:23:05,Cooling,1
97,01/14/21,11:24:01,Heat Ex Comp,1
98,01/14/21,11:26:47,Heat Ex Comp,0
99,01/14/21,11:36:36,Cooling,1
100,01/14/21,11:36:47,Heat Ex Comp,1
101,01/14/21,11:39:28,Heat Ex Comp,0
102,01/14/21,11:50:08,Effulent Coil,1
103,01/14/21,11:50:23,Heat Ex Comp,1
104,01/14/21,11:50:23,Cooling,1
105,01/14/21,11:53:22,Heat Ex Comp,0
106,01/14/21,11:59:21,Cooling,1
107,01/14/21,12:00:44,Effulent Coil,0
108,01/14/21,12:03:22,Heat Ex Comp,1
109,01/14/21,12:12:58,pH Pump,1
110,01/14/21,12:13:28,pH Pump,0
111,01/14/21,12:17:07,pH Pump,1
112,01/14/21,12:17:36,pH Pump,0
113,01/14/21,12:21:01,Heat Ex Comp,0
114,01/14/21,12:21:17,pH Pump,1
115,01/14/21,12:21:47,pH Pump,0
116,01/14/21,12:24:05,Heating,1
117,01/14/21,12:25:27,pH Pump,1
118,01/14/21,12:25:57,pH Pump,0
119,01/14/21,12:29:37,pH Pump,1
120,01/14/21,12:30:06,pH Pump,0
121,01/14/21,12:31:01,Heat Ex Comp,1
122,01/14/21,12:33:47,pH Pump,1
123,01/14/21,12:34:17,pH Pump,0
124,01/14/21,12:39:40,Heat Ex Comp,0
125,01/14/21,12:52:03,Heat Ex Comp,1
126,01/14/21,12:52:03,Cooling,1
127,01/14/21,12:54:46,Heat Ex Comp,0
128,01/14/21,13:05:09,Heat Ex Comp,1
129,01/14/21,13:05:09,Cooling,1
130,01/14/21,13:07:57,Heat Ex Comp,0
131,01/14/21,13:16:36,Cooling,1
132,01/14/21,13:17:56,Heat Ex Comp,1
133,01/14/21,13:20:47,Heat Ex Comp,0
134,01/14/21,13:30:08,Effulent Coil,1
135,01/14/21,13:30:39,Cooling,1
136,01/14/21,13:30:47,Heat Ex Comp,1
137,01/14/21,13:33:33,Heat Ex Comp,0
138,01/14/21,13:40:45,Effulent Coil,0
139,01/14/21,13:42:00,Cooling,1
140,01/14/21,13:43:34,Heat Ex Comp,1
141,01/14/21,13:46:26,Heat Ex Comp,0
142,01/14/21,13:55:28,Cooling,1
143,01/14/21,13:56:26,Heat Ex Comp,1
144,01/14/21,13:59:19,Heat Ex Comp,0
145,01/14/21,14:08:45,Cooling,1
146,01/14/21,14:09:19,Heat Ex Comp,1
147,01/14/21,14:12:09,Heat Ex Comp,0
148,01/14/21,14:20:49,Cooling,1
149,01/14/21,14:22:10,Heat Ex Comp,1
150,01/14/21,14:25:01,Heat Ex Comp,0
151,01/14/21,14:33:29,Cooling,1
152,01/14/21,14:35:00,Heat Ex Comp,1
153,01/14/21,14:37:50,Heat Ex Comp,0
154,01/14/21,14:47:19,Cooling,1
155,01/14/21,14:47:49,Heat Ex Comp,1
156,01/14/21,14:50:39,Heat Ex Comp,0
157,01/14/21,15:00:03,Cooling,1
158,01/14/21,15:00:40,Heat Ex Comp,1
159,01/14/21,15:10:09,Effulent Coil,1
160,01/14/21,15:13:57,Heat Ex Comp,0
161,01/14/21,15:15:44,Heating,1
162,01/14/21,15:20:44,Effulent Coil,0
163,01/14/21,15:23:57,Heat Ex Comp,1
164,01/14/21,15:24:23,pH Pump,1
165,01/14/21,15:24:52,pH Pump,0
166,01/14/21,15:28:32,pH Pump,1
167,01/14/21,15:29:03,pH Pump,0
168,01/14/21,15:32:43,pH Pump,1
169,01/14/21,15:33:12,Heat Ex Comp,0
170,01/14/21,15:33:13,pH Pump,0
171,01/14/21,15:34:45,Cooling,1
172,01/14/21,15:36:53,pH Pump,1
173,01/14/21,15:37:23,pH Pump,0
174,01/14/21,15:41:03,pH Pump,1
175,01/14/21,15:41:32,pH Pump,0
176,01/14/21,15:43:11,Heat Ex Comp,1
177,01/14/21,15:45:12,pH Pump,1
178,01/14/21,15:45:43,pH Pump,0
179,01/14/21,15:47:17,Heat Ex Comp,0
180,01/14/21,15:49:23,pH Pump,1
181,01/14/21,15:49:52,pH Pump,0
182,01/14/21,15:52:02,Cooling,1
183,01/14/21,15:53:33,pH Pump,1
184,01/14/21,15:54:03,pH Pump,0
185,01/14/21,15:57:17,Heat Ex Comp,1
186,01/14/21,16:00:46,Heat Ex Comp,0
187,01/14/21,16:06:25,Cooling,1
188,01/14/21,16:10:46,Heat Ex Comp,1
189,01/14/21,16:14:05,Heat Ex Comp,0
190,01/14/21,16:20:36,Cooling,1
191,01/14/21,16:24:05,Heat Ex Comp,1
192,01/14/21,16:27:16,Heat Ex Comp,0
193,01/14/21,16:34:41,Cooling,1
194,01/14/21,16:37:16,Heat Ex Comp,1
195,01/14/21,16:40:12,Heat Ex Comp,0
196,01/14/21,16:48:36,Cooling,1
197,01/14/21,16:50:08,Effulent Coil,1
198,01/14/21,16:50:12,Heat Ex Comp,1
199,01/14/21,16:53:05,Heat Ex Comp,0
200,01/14/21,17:00:44,Effulent Coil,0
201,01/14/21,17:01:08,Cooling,1
