Row,Date,Time,Device,State
0,02/07/21,20:23:41,Heat Ex Comp,0
1,02/07/21,20:37:53,Heat Ex Comp,1
2,02/07/21,20:37:53,Cooling,1
3,02/07/21,20:40:25,Heat Ex Comp,0
4,02/07/21,20:51:44,Effulent Coil,1
5,02/07/21,20:53:53,Heat Ex Comp,1
6,02/07/21,20:53:53,Cooling,1
7,02/07/21,20:56:21,Heat Ex Comp,0
8,02/07/21,21:05:02,Effulent Coil,0
9,02/07/21,21:09:34,Heat Ex Comp,1
10,02/07/21,21:09:34,Cooling,1
11,02/07/21,21:11:58,Heat Ex Comp,0
12,02/07/21,21:25:24,Heat Ex Comp,1
13,02/07/21,21:25:24,Cooling,1
14,02/07/21,21:27:53,Heat Ex Comp,0
15,02/07/21,21:40:13,Heat Ex Comp,1
16,02/07/21,21:40:13,Cooling,1
17,02/07/21,21:42:44,Heat Ex Comp,0
18,02/07/21,21:56:12,Heat Ex Comp,1
19,02/07/21,21:56:12,Cooling,1
20,02/07/21,21:58:44,Heat Ex Comp,0
21,02/07/21,22:11:41,Heat Ex Comp,1
22,02/07/21,22:11:41,Cooling,1
23,02/07/21,22:14:08,Heat Ex Comp,0
24,02/07/21,22:25:28,Heat Ex Comp,1
25,02/07/21,22:25:28,Cooling,1
26,02/07/21,22:27:56,Heat Ex Comp,0
27,02/07/21,22:31:44,Effulent Coil,1
28,02/07/21,22:44:43,Heat Ex Comp,1
29,02/07/21,22:44:43,Cooling,1
30,02/07/21,22:45:02,Effulent Coil,0
31,02/07/21,22:47:09,Heat Ex Comp,0
32,02/07/21,22:58:46,Heat Ex Comp,1
33,02/07/21,22:58:46,Cooling,1
34,02/07/21,23:01:15,Heat Ex Comp,0
35,02/07/21,23:13:30,Heat Ex Comp,1
36,02/07/21,23:13:30,Cooling,1
37,02/07/21,23:15:59,Heat Ex Comp,0
38,02/07/21,23:27:49,Heat Ex Comp,1
39,02/07/21,23:27:49,Cooling,1
40,02/07/21,23:30:17,Heat Ex Comp,0
41,02/07/21,23:43:42,Heat Ex Comp,1
42,02/07/21,23:43:42,Cooling,1
43,02/07/21,23:46:09,Heat Ex Comp,0
44,02/05/21,04:54:21,Heat Ex Comp,0
45,02/05/21,05:06:07,Heat Ex Comp,1
46,02/05/21,05:06:07,Cooling,1
47,02/05/21,05:08:53,Heat Ex Comp,0
48,02/05/21,05:20:38,Heat Ex Comp,1
49,02/05/21,05:20:38,Cooling,1
50,02/05/21,05:23:23,Heat Ex Comp,0
51,02/05/21,05:31:33,Effulent Coil,1
52,02/05/21,05:34:10,Heat Ex Comp,1
53,02/05/21,05:34:10,Cooling,1
54,02/05/21,05:36:58,Heat Ex Comp,0
55,02/05/21,05:44:51,Effulent Coil,0
56,02/05/21,05:50:13,Heat Ex Comp,1
57,02/05/21,05:50:13,Cooling,1
58,02/05/21,05:52:58,Heat Ex Comp,0
59,02/05/21,06:04:24,Heat Ex Comp,1
60,02/05/21,06:04:24,Cooling,1
61,02/05/21,06:07:07,Heat Ex Comp,0
