Row,Date,Time,Level,Temperature,pH,Conductivity,Flow,DO
0,04/19/21,13:56:52,8.3,23.2,7.64,810,16,0
1,04/19/21,13:57:52,8.3,23.3,7.64,810,16,0
2,04/19/21,13:58:52,8.4,23.3,7.64,810,15,0
3,04/19/21,13:59:52,8.4,23.4,7.64,811,16,0
4,04/19/21,14:00:52,8.4,23.4,7.64,811,15,0
5,04/19/21,14:01:52,8.4,23.4,7.64,811,15,0
6,04/19/21,14:02:52,8.4,23.4,7.64,811,15,0
7,04/19/21,14:03:52,8.4,23.4,7.64,811,15,0
8,04/19/21,14:04:52,8.4,23.5,7.64,811,15,0
9,04/19/21,14:05:52,8.4,23.2,7.64,811,15,0
10,04/19/21,14:06:52,8.4,23,7.64,810,15,0
11,04/19/21,14:07:52,8.4,22.9,7.64,808,15,0
12,04/19/21,14:08:52,8.4,23.1,7.64,808,15,0
13,04/19/21,14:09:52,10.9,23.2,7.64,810,15,0
14,04/19/21,14:10:52,12.4,23.3,7.64,811,15,0
15,04/19/21,14:11:52,12.4,23.4,7.64,813,15,0
16,04/19/21,14:12:52,12.4,23.5,7.64,812,15,0
17,04/19/21,14:13:52,12.4,23.6,7.64,812,15,0
18,04/19/21,14:14:52,12.4,23.7,7.61,812,16,0
19,04/19/21,14:15:52,12.4,23.7,7.62,813,15,0
20,04/19/21,14:16:52,12.3,23.8,7.62,811,16,0
21,04/19/21,14:17:52,12.3,23.9,7.59,812,15,0
22,04/19/21,14:18:52,12.3,24,7.59,813,16,0
23,04/19/21,14:19:52,12.3,24.1,7.56,813,15,0
24,04/19/21,14:20:52,12.4,24.2,7.56,814,15,0
25,04/19/21,14:21:52,12.4,24.3,7.53,814,16,0
26,04/19/21,14:22:52,12.4,24.4,7.53,813,15,0
27,04/19/21,14:23:52,12.3,24.4,7.53,813,15,0
28,04/19/21,14:24:52,12.4,24.5,7.51,812,15,0
29,04/19/21,14:25:52,12.3,24.5,7.51,812,15,0
30,04/19/21,14:26:52,12.3,24.5,7.51,812,15,0
31,04/19/21,14:27:53,12.3,24.4,7.51,811,15,0
32,04/19/21,14:28:52,12.3,24.3,7.51,811,15,0
33,04/19/21,14:29:53,12.3,24.1,7.51,810,15,0
34,04/19/21,14:30:52,12.3,24,7.51,812,15,0
35,04/19/21,14:31:53,12.3,23.8,7.53,813,15,0
36,04/19/21,14:32:52,12.2,23.6,7.53,815,16,0
37,04/19/21,14:33:53,12.3,23.5,7.56,815,15,0
38,04/19/21,14:34:52,12.3,23.4,7.56,815,15,0
39,04/19/21,14:35:53,12.3,23.2,7.56,816,15,0
40,04/19/21,14:36:52,12.3,23.1,7.59,817,16,0
41,04/19/21,14:37:53,12.3,22.9,7.59,818,15,0
42,04/19/21,14:38:52,12.2,22.8,7.62,818,15,0
43,04/19/21,14:39:53,11.8,22.5,7.62,819,15,0
44,04/19/21,14:40:52,8.5,20.5,7.64,816,15,0
45,04/19/21,14:41:53,8,21.1,7.7,815,15,0
46,04/19/21,14:42:52,8,21.8,7.72,819,15,0
47,04/19/21,14:43:53,8.1,22.2,7.78,823,15,0
48,04/19/21,14:44:52,8,22.5,7.78,824,15,0
49,04/19/21,14:45:53,8.1,22.6,7.78,823,16,0
50,04/19/21,14:46:53,8.1,22.7,7.75,822,16,0
51,04/19/21,14:47:53,8.1,22.7,7.75,820,16,0
52,04/19/21,14:48:53,8.1,23,7.72,819,15,0
53,04/19/21,14:49:53,8.3,23.1,7.7,819,16,0
54,04/19/21,14:50:53,8.2,23,7.7,819,15,0
55,04/19/21,14:51:53,8.2,23,7.7,817,15,0
56,04/19/21,14:52:53,8.2,23,7.67,818,15,0
57,04/19/21,14:53:53,8.2,23,7.67,816,16,0
58,04/19/21,14:54:53,8.2,23,7.67,815,15,0
59,04/19/21,14:55:53,8.2,23,7.67,815,15,0
60,04/19/21,14:56:53,8.2,23,7.64,813,16,0
61,04/19/21,14:57:53,8.2,23,7.64,813,16,0
62,04/19/21,14:58:53,8.2,23,7.64,813,16,0
63,04/19/21,14:59:53,8.2,23,7.64,813,16,0
64,04/19/21,15:00:53,8.1,23,7.64,812,16,0
65,04/19/21,15:01:53,8.1,23.1,7.64,811,16,0
66,04/19/21,15:02:53,8.2,23.1,7.64,811,15,0
67,04/19/21,15:03:53,8.2,23.1,7.64,811,15,0
68,04/19/21,15:04:53,8.2,23.1,7.64,810,15,0
69,04/19/21,15:05:53,8.2,23.1,7.64,812,15,0
70,04/19/21,15:06:53,8.2,23.1,7.64,811,16,0
71,04/19/21,15:07:53,8.3,23.1,7.64,812,15,0
72,04/19/21,15:08:53,8.3,23.1,7.64,812,15,0
73,04/19/21,15:09:53,8.3,23.2,7.64,812,16,0
74,04/19/21,15:10:53,8.3,23.2,7.64,811,15,0
75,04/19/21,15:11:53,8.3,23.2,7.64,813,15,0
76,04/19/21,15:12:53,8.3,23.2,7.64,813,15,0
77,04/19/21,15:13:53,8.3,23.2,7.64,811,15,0
78,04/19/21,15:14:53,8.3,23.2,7.64,812,15,0
79,04/19/21,15:15:53,8.3,23.2,7.64,811,15,0
80,04/19/21,15:16:53,8.3,23.2,7.64,813,16,0
81,04/19/21,15:17:53,8.3,23.3,7.64,813,16,0
82,04/19/21,15:18:53,8.3,23.3,7.64,813,15,0
83,04/19/21,15:19:53,8.3,23.3,7.64,813,15,0
84,04/19/21,15:20:53,8.3,23.3,7.64,812,16,0
85,04/19/21,15:21:53,8.3,23.3,7.64,811,15,0
86,04/19/21,15:22:53,8.3,23.3,7.64,812,15,0
87,04/19/21,15:23:53,8.3,23.3,7.64,812,16,0
88,04/19/21,15:24:54,8.3,23.3,7.64,813,15,0
89,04/19/21,15:25:53,8.3,23.3,7.64,812,16,0
90,04/19/21,15:26:53,8.3,23.3,7.64,813,15,0
91,04/19/21,15:27:54,8.3,23.4,7.64,813,15,0
92,04/19/21,15:28:53,8.3,23.4,7.64,813,15,0
93,04/19/21,15:29:54,8.3,23.4,7.64,813,15,0
94,04/19/21,15:30:54,8.3,23.4,7.64,811,15,0
95,04/19/21,15:31:54,8.3,23.4,7.64,812,16,0
96,04/19/21,15:32:53,8.3,23.4,7.64,812,15,0
97,04/19/21,15:33:53,8.3,23.4,7.64,811,16,0
98,04/19/21,15:34:54,8.3,23.4,7.64,812,16,0
99,04/19/21,15:35:54,8.3,23.4,7.64,812,15,0
100,04/19/21,15:36:54,8.3,23.1,7.64,812,15,0
101,04/19/21,15:37:54,8.3,23,7.64,811,16,0
102,04/19/21,15:38:53,8.3,23,7.64,811,15,0
103,04/19/21,15:39:54,8.3,23.2,7.64,811,15,0
104,04/19/21,15:40:54,8.3,23.3,7.64,811,16,0
105,04/19/21,15:41:54,8.3,23.3,7.64,813,16,0
106,04/19/21,15:42:54,8.3,23.3,7.64,813,16,0
107,04/19/21,15:43:54,8.3,23.4,7.64,813,16,0
108,04/19/21,15:44:54,8.3,23.4,7.64,811,15,0
109,04/19/21,15:45:54,8.3,23.4,7.64,813,15,0
110,04/19/21,15:46:54,8.3,23.4,7.64,813,15,0
111,04/19/21,15:47:54,8.3,23.4,7.64,813,15,0
112,04/19/21,15:48:54,8.3,23.4,7.64,813,15,0
113,04/19/21,15:49:54,8.3,23.2,7.64,812,15,0
114,04/19/21,15:50:54,8.3,23,7.64,811,15,0
115,04/19/21,15:51:54,8.3,22.9,7.64,811,15,0
116,04/19/21,15:52:54,8.3,23.1,7.64,811,16,0
117,04/19/21,15:53:54,8.3,23.2,7.64,812,15,0
118,04/19/21,15:54:54,8.3,23.3,7.64,813,15,0
119,04/19/21,15:55:54,8.3,23.3,7.64,813,16,0
120,04/19/21,15:56:54,8.3,23.4,7.64,813,15,0
121,04/19/21,15:57:54,8.3,23.4,7.64,813,15,0
122,04/19/21,15:58:54,8.3,23.4,7.64,813,16,0
123,04/19/21,15:59:54,8.3,23.4,7.64,813,16,0
124,04/19/21,16:00:54,8.3,23.4,7.64,813,16,0
125,04/19/21,16:01:54,8.3,23.4,7.64,813,15,0
126,04/19/21,16:02:54,8.3,23.4,7.64,813,15,0
127,04/19/21,16:03:54,8.3,23.1,7.64,812,15,0
128,04/19/21,16:04:54,8.3,23,7.64,811,16,0
129,04/19/21,16:05:54,8.3,23,7.64,811,15,0
130,04/19/21,16:06:54,8.3,23.2,7.64,811,15,0
131,04/19/21,16:07:54,8.3,23.3,7.64,812,15,0
132,04/19/21,16:08:54,8.3,23.3,7.64,813,15,0
133,04/19/21,16:09:54,8.3,23.4,7.64,813,15,0
134,04/19/21,16:10:54,8.3,23.4,7.64,813,16,0
135,04/19/21,16:11:54,8.3,23.4,7.64,813,15,0
136,04/19/21,16:12:54,8.3,23.4,7.64,813,15,0
137,04/19/21,16:13:54,8.3,23.4,7.64,813,15,0
138,04/19/21,16:14:54,8.3,23.4,7.64,813,15,0
139,04/19/21,16:15:54,8.3,23.4,7.64,813,15,0
140,04/19/21,16:16:54,8.3,23.3,7.64,812,15,0
141,04/19/21,16:17:54,8.3,23.1,7.64,811,15,0
142,04/19/21,16:18:54,8.3,22.9,7.64,811,15,0
143,04/19/21,16:19:55,8.3,23.1,7.64,811,15,0
144,04/19/21,16:20:54,8.3,23.2,7.64,812,15,0
145,04/19/21,16:21:54,8.3,23.3,7.67,813,15,0
146,04/19/21,16:22:54,8.3,23.3,7.67,813,16,0
147,04/19/21,16:23:55,8.3,23.4,7.67,814,15,0
148,04/19/21,16:24:55,8.3,23.4,7.67,814,16,0
149,04/19/21,16:25:54,8.3,23.4,7.64,813,15,0
150,04/19/21,16:26:54,8.3,23.4,7.64,813,16,0
151,04/19/21,16:27:55,8.3,23.4,7.64,813,16,0
152,04/19/21,16:28:55,8.3,23.4,7.64,811,15,0
153,04/19/21,16:29:55,8.3,23.4,7.64,813,15,0
154,04/19/21,16:30:54,8.2,23.1,7.64,812,16,0
155,04/19/21,16:31:55,8.1,23,7.64,810,15,0
156,04/19/21,16:32:55,8.1,23,7.64,812,16,0
157,04/19/21,16:33:55,8.1,23.2,7.67,812,15,0
158,04/19/21,16:34:54,8.1,23.3,7.67,814,15,0
159,04/19/21,16:35:55,8.1,23.4,7.67,812,15,0
160,04/19/21,16:36:55,8.1,23.4,7.64,812,16,0
161,04/19/21,16:37:55,8.1,23.4,7.64,810,15,0
162,04/19/21,16:38:55,8.1,23.4,7.64,811,15,0
163,04/19/21,16:39:55,8.1,23.4,7.64,811,15,0
164,04/19/21,16:40:55,8.1,23.4,7.64,810,15,0
