Row,Date,Time,Device,State
170,12/16/21,09:15:49,Heat Ex Comp,0
171,12/16/21,09:39:30,Heat Ex Comp,1
172,12/16/21,09:39:30,Cooling,1
173,12/16/21,09:42:21,Heat Ex Comp,0
174,12/16/21,10:03:08,Effulent Coil,1
175,12/16/21,10:11:44,Effulent Coil,0
176,12/16/21,10:40:36,Heat Ex Comp,1
177,12/16/21,10:40:36,Cooling,1
178,12/16/21,10:43:13,Heat Ex Comp,0
179,12/16/21,11:08:49,Heat Ex Comp,1
180,12/16/21,11:08:49,Cooling,1
181,12/16/21,11:11:27,Heat Ex Comp,0
182,12/16/21,11:26:47,Heat Ex Comp,1
183,12/16/21,11:26:47,Cooling,1
184,12/16/21,11:30:15,Heat Ex Comp,0
185,12/16/21,12:00:11,Heat Ex Comp,1
186,12/16/21,12:00:11,Cooling,1
187,12/16/21,12:56:36,Heat Ex Comp,0
188,12/16/21,13:00:11,Cooling,1
189,12/16/21,13:06:37,Heat Ex Comp,1
190,12/16/21,14:30:52,Heat Ex Comp,0
191,12/16/21,14:35:41,Cooling,1
192,12/16/21,14:40:52,Heat Ex Comp,1
193,12/16/21,14:48:39,Heat Ex Comp,0
194,12/16/21,14:52:42,Conductivity Pump,1
195,12/16/21,14:52:52,Conductivity Pump,0
196,12/16/21,14:54:04,Cooling,1
197,12/16/21,14:58:39,Heat Ex Comp,1
198,12/16/21,15:03:08,Effulent Coil,1
199,12/16/21,15:06:06,Heat Ex Comp,0
200,12/16/21,15:10:41,Cooling,1
201,12/16/21,15:11:44,Effulent Coil,0
202,12/16/21,15:16:06,Heat Ex Comp,1
203,12/16/21,15:19:17,Conductivity Pump,1
204,12/16/21,15:19:27,Conductivity Pump,0
205,12/16/21,15:21:27,Conductivity Pump,1
206,12/16/21,15:21:37,Conductivity Pump,0
207,12/16/21,15:23:21,Heat Ex Comp,0
208,12/16/21,15:28:31,Cooling,1
209,12/16/21,15:33:21,Heat Ex Comp,1
210,12/16/21,15:39:05,Heat Ex Comp,0
211,12/16/21,15:44:52,Cooling,1
212,12/16/21,15:49:05,Heat Ex Comp,1
213,12/16/21,15:54:38,Heat Ex Comp,0
214,12/16/21,16:00:06,Cooling,1
215,12/16/21,16:04:38,Heat Ex Comp,1
216,12/16/21,16:10:19,Heat Ex Comp,0
217,12/16/21,16:16:28,Cooling,1
218,12/16/21,16:20:19,Heat Ex Comp,1
219,12/16/21,16:25:41,Heat Ex Comp,0
220,12/16/21,16:30:51,Cooling,1
221,12/16/21,16:35:41,Heat Ex Comp,1
222,12/16/21,16:41:19,Heat Ex Comp,0
223,12/16/21,16:43:08,Effulent Coil,1
224,12/16/21,16:46:35,Cooling,1
225,12/16/21,16:51:19,Heat Ex Comp,1
226,12/16/21,16:51:44,Effulent Coil,0
227,12/16/21,16:53:25,Conductivity Pump,1
228,12/16/21,16:53:35,Conductivity Pump,0
229,12/16/21,16:55:35,Conductivity Pump,1
230,12/16/21,16:55:45,Conductivity Pump,0
231,12/16/21,16:57:23,Heat Ex Comp,0
232,12/16/21,17:02:25,Cooling,1
233,12/16/21,17:07:23,Heat Ex Comp,1
234,12/16/21,17:13:39,Heat Ex Comp,0
235,12/16/21,17:19:26,Cooling,1
236,12/16/21,17:23:39,Heat Ex Comp,1
237,12/16/21,17:29:00,Heat Ex Comp,0
238,12/16/21,17:34:34,Cooling,1
239,12/16/21,17:39:00,Heat Ex Comp,1
240,12/16/21,17:44:26,Heat Ex Comp,0
241,12/16/21,17:50:32,Cooling,1
242,12/16/21,17:54:26,Heat Ex Comp,1
243,12/16/21,17:59:33,Heat Ex Comp,0
244,12/16/21,18:05:12,Cooling,1
245,12/16/21,18:09:33,Heat Ex Comp,1
246,12/16/21,18:15:08,Heat Ex Comp,0
247,12/16/21,18:21:22,Cooling,1
248,12/16/21,18:23:08,Effulent Coil,1
249,12/16/21,18:25:08,Heat Ex Comp,1
250,12/16/21,18:30:52,Heating,1
251,12/16/21,18:31:28,Conductivity Pump,1
252,12/16/21,18:31:38,Conductivity Pump,0
253,12/16/21,18:31:45,Effulent Coil,0
254,12/16/21,18:32:46,Conductivity Pump,1
255,12/16/21,18:32:56,Conductivity Pump,0
256,12/16/21,18:50:11,pH Pump,1
257,12/16/21,18:50:31,pH Pump,0
258,12/16/21,18:54:11,pH Pump,1
259,12/16/21,18:54:31,pH Pump,0
260,12/16/21,18:58:11,pH Pump,1
261,12/16/21,18:58:31,pH Pump,0
262,12/16/21,19:02:11,pH Pump,1
263,12/16/21,19:02:31,pH Pump,0
264,12/16/21,19:06:11,pH Pump,1
265,12/16/21,19:06:31,pH Pump,0
266,12/16/21,19:07:43,Heat Ex Comp,0
267,12/16/21,19:10:11,pH Pump,1
268,12/16/21,19:10:31,pH Pump,0
269,12/16/21,19:30:52,Heat Ex Comp,1
270,12/16/21,19:30:52,Heating,1
271,12/16/21,20:03:09,Effulent Coil,1
272,12/16/21,20:11:45,Effulent Coil,0
273,12/16/21,20:11:54,pH Pump,1
274,12/16/21,20:12:14,pH Pump,0
275,12/16/21,20:15:32,pH Pump,1
276,12/16/21,20:15:52,pH Pump,0
277,12/16/21,20:19:32,pH Pump,1
278,12/16/21,20:19:52,pH Pump,0
279,12/16/21,20:23:32,pH Pump,1
280,12/16/21,20:23:52,pH Pump,0
281,12/16/21,20:27:32,pH Pump,1
282,12/16/21,20:27:52,pH Pump,0
283,12/16/21,20:28:10,Heat Ex Comp,0
284,12/16/21,20:31:32,pH Pump,1
285,12/16/21,20:31:52,pH Pump,0
286,12/16/21,20:35:32,pH Pump,1
287,12/16/21,20:35:52,pH Pump,0
288,12/16/21,20:39:32,pH Pump,1
289,12/16/21,20:39:52,pH Pump,0
290,12/16/21,20:43:32,pH Pump,1
291,12/16/21,20:43:52,pH Pump,0
292,12/16/21,20:47:32,pH Pump,1
293,12/16/21,20:47:52,pH Pump,0
294,12/16/21,20:51:32,pH Pump,1
295,12/16/21,20:51:52,pH Pump,0
296,12/16/21,20:55:32,pH Pump,1
297,12/16/21,20:55:52,pH Pump,0
298,12/16/21,20:59:32,pH Pump,1
299,12/16/21,20:59:52,pH Pump,0
300,12/16/21,21:03:32,pH Pump,1
301,12/16/21,21:03:52,pH Pump,0
302,12/16/21,21:07:32,pH Pump,1
303,12/16/21,21:07:52,pH Pump,0
304,12/16/21,21:11:32,pH Pump,1
305,12/16/21,21:11:52,pH Pump,0
306,12/16/21,21:15:32,pH Pump,1
307,12/16/21,21:15:52,pH Pump,0
308,12/16/21,21:19:32,pH Pump,1
309,12/16/21,21:19:52,pH Pump,0
310,12/16/21,21:23:32,pH Pump,1
311,12/16/21,21:23:52,pH Pump,0
312,12/16/21,21:27:32,pH Pump,1
313,12/16/21,21:27:52,pH Pump,0
314,12/16/21,21:31:32,pH Pump,1
315,12/16/21,21:31:52,pH Pump,0
316,12/16/21,21:35:32,pH Pump,1
317,12/16/21,21:35:52,pH Pump,0
318,12/16/21,21:39:32,pH Pump,1
319,12/16/21,21:39:52,pH Pump,0
320,12/16/21,21:43:09,Effulent Coil,1
321,12/16/21,21:43:32,pH Pump,1
322,12/16/21,21:43:52,pH Pump,0
323,12/16/21,21:47:32,pH Pump,1
324,12/16/21,21:47:52,pH Pump,0
325,12/16/21,21:51:32,pH Pump,1
326,12/16/21,21:51:45,Effulent Coil,0
327,12/16/21,21:51:52,pH Pump,0
328,12/16/21,21:55:32,pH Pump,1
329,12/16/21,21:55:52,pH Pump,0
330,12/16/21,21:59:32,pH Pump,1
331,12/16/21,21:59:52,pH Pump,0
332,12/16/21,22:03:32,pH Pump,1
333,12/16/21,22:03:52,pH Pump,0
334,12/16/21,22:07:32,pH Pump,1
335,12/16/21,22:07:52,pH Pump,0
336,12/16/21,22:11:33,pH Pump,1
337,12/16/21,22:11:52,pH Pump,0
338,12/16/21,22:15:32,pH Pump,1
339,12/16/21,22:15:52,pH Pump,0
340,12/16/21,22:19:32,pH Pump,1
341,12/16/21,22:19:52,pH Pump,0
342,12/16/21,22:23:32,pH Pump,1
343,12/16/21,22:23:52,pH Pump,0
344,12/16/21,22:27:32,pH Pump,1
345,12/16/21,22:27:52,pH Pump,0
346,12/16/21,22:31:32,pH Pump,1
347,12/16/21,22:31:52,pH Pump,0
348,12/16/21,23:18:40,Heat Ex Comp,1
349,12/16/21,23:18:40,Cooling,1
350,12/16/21,23:21:11,Heat Ex Comp,0
351,12/16/21,23:23:09,Effulent Coil,1
352,12/16/21,23:31:45,Effulent Coil,0
353,12/17/21,00:00:15,Heat Ex Comp,1
354,12/17/21,00:00:15,Cooling,1
355,12/17/21,00:02:44,Heat Ex Comp,0
356,12/17/21,00:30:56,Heat Ex Comp,1
357,12/17/21,00:30:56,Cooling,1
358,12/17/21,01:03:12,Effulent Coil,1
359,12/17/21,01:11:48,Effulent Coil,0
360,12/17/21,01:24:58,Heat Ex Comp,0
361,12/17/21,01:29:46,Cooling,1
362,12/17/21,01:34:58,Heat Ex Comp,1
363,12/17/21,02:43:12,Effulent Coil,1
364,12/17/21,02:51:48,Effulent Coil,0
365,12/17/21,02:54:25,Heat Ex Comp,0
366,12/17/21,02:59:23,Cooling,1
367,12/17/21,03:04:25,Heat Ex Comp,1
368,12/17/21,03:10:27,Heat Ex Comp,0
369,12/17/21,03:15:47,Cooling,1
370,12/17/21,03:20:28,Heat Ex Comp,1
371,12/17/21,03:25:54,Heat Ex Comp,0
372,12/17/21,03:31:53,Cooling,1
373,12/17/21,03:35:54,Heat Ex Comp,1
374,12/17/21,03:41:03,Heat Ex Comp,0
375,12/17/21,03:46:56,Cooling,1
376,12/17/21,03:51:04,Heat Ex Comp,1
377,12/17/21,03:55:54,Heat Ex Comp,0
378,12/17/21,04:02:20,Cooling,1
379,12/17/21,04:05:54,Heat Ex Comp,1
380,12/17/21,04:10:22,Heat Ex Comp,0
381,12/17/21,04:16:52,Cooling,1
382,12/17/21,04:20:22,Heat Ex Comp,1
383,12/17/21,04:23:12,Effulent Coil,1
384,12/17/21,04:24:56,Heat Ex Comp,0
385,12/17/21,04:30:10,Cooling,1
386,12/17/21,04:31:48,Effulent Coil,0
387,12/17/21,04:34:56,Heat Ex Comp,1
388,12/17/21,04:39:42,Heat Ex Comp,0
389,12/17/21,04:46:00,Cooling,1
390,12/17/21,04:49:42,Heat Ex Comp,1
391,12/17/21,04:54:35,Heat Ex Comp,0
392,12/17/21,05:01:02,Cooling,1
393,12/17/21,05:04:35,Heat Ex Comp,1
394,12/17/21,05:09:09,Heat Ex Comp,0
395,12/17/21,05:16:10,Cooling,1
396,12/17/21,05:19:09,Heat Ex Comp,1
397,12/17/21,05:23:31,Heat Ex Comp,0
398,12/17/21,05:29:57,Cooling,1
399,12/17/21,05:33:31,Heat Ex Comp,1
400,12/17/21,05:37:56,Heat Ex Comp,0
401,12/17/21,05:45:01,Cooling,1
402,12/17/21,05:47:56,Heat Ex Comp,1
403,12/17/21,05:52:10,Heat Ex Comp,0
404,12/17/21,05:59:18,Cooling,1
405,12/17/21,06:02:10,Heat Ex Comp,1
406,12/17/21,06:03:12,Effulent Coil,1
407,12/17/21,06:06:43,Heat Ex Comp,0
408,12/17/21,06:11:48,Effulent Coil,0
409,12/17/21,06:12:06,Cooling,1
410,12/17/21,06:16:43,Heat Ex Comp,1
411,12/17/21,06:21:35,Heat Ex Comp,0
412,12/17/21,06:28:19,Cooling,1
413,12/17/21,06:31:35,Heat Ex Comp,1
414,12/17/21,06:35:54,Heat Ex Comp,0
415,12/17/21,06:42:04,Cooling,1
416,12/17/21,06:45:54,Heat Ex Comp,1
417,12/17/21,06:50:23,Heat Ex Comp,0
418,12/17/21,06:54:25,Heating,1
419,12/17/21,07:00:23,Heat Ex Comp,1
420,12/17/21,07:37:22,Conductivity Pump,1
421,12/17/21,07:37:32,Conductivity Pump,0
422,12/17/21,07:40:26,Heat Ex Comp,0
423,12/17/21,07:43:12,Effulent Coil,1
424,12/17/21,07:51:48,Effulent Coil,0
425,12/17/21,07:54:25,Heat Ex Comp,1
426,12/17/21,07:54:25,Heating,1
427,12/17/21,08:49:22,Heat Ex Comp,0
428,12/17/21,09:02:00,Heat Ex Comp,1
429,12/17/21,09:02:00,Heating,1
430,12/17/21,09:06:40,Heat Ex Comp,0
431,12/17/21,09:23:13,Effulent Coil,1
432,12/17/21,09:31:49,Effulent Coil,0
433,12/17/21,11:03:13,Effulent Coil,1
434,12/17/21,11:11:49,Effulent Coil,0
435,12/17/21,11:39:34,Heat Ex Comp,1
436,12/17/21,11:39:34,Cooling,1
437,12/17/21,11:42:19,Heat Ex Comp,0
438,12/17/21,12:08:49,Heat Ex Comp,1
439,12/17/21,12:08:49,Cooling,1
440,12/17/21,12:11:30,Heat Ex Comp,0
441,12/17/21,12:39:35,Heat Ex Comp,1
442,12/17/21,12:39:35,Cooling,1
443,12/17/21,12:42:17,Heat Ex Comp,0
444,12/17/21,12:43:13,Effulent Coil,1
445,12/17/21,12:51:49,Effulent Coil,0
446,12/17/21,12:56:13,Heat Ex Comp,1
447,12/17/21,12:56:13,Cooling,1
448,12/17/21,13:06:24,Heat Ex Comp,0
449,12/17/21,13:09:26,Heating,1
450,12/17/21,13:16:25,Heat Ex Comp,1
451,12/17/21,13:24:31,Heat Ex Comp,0
452,12/17/21,13:26:55,Cooling,1
453,12/17/21,13:28:20,pH Pump,1
454,12/17/21,13:28:40,pH Pump,0
455,12/17/21,13:32:20,pH Pump,1
456,12/17/21,13:32:40,pH Pump,0
457,12/17/21,13:34:31,Heat Ex Comp,1
458,12/17/21,13:36:20,pH Pump,1
459,12/17/21,13:36:40,pH Pump,0
460,12/17/21,13:37:44,Heat Ex Comp,0
461,12/17/21,13:40:20,pH Pump,1
462,12/17/21,13:40:39,pH Pump,0
463,12/17/21,13:44:20,pH Pump,1
464,12/17/21,13:44:40,pH Pump,0
465,12/17/21,13:48:20,pH Pump,1
466,12/17/21,13:48:40,pH Pump,0
467,12/17/21,13:55:49,Heat Ex Comp,1
468,12/17/21,13:55:49,Cooling,1
469,12/17/21,13:58:38,Heat Ex Comp,0
470,12/17/21,14:15:43,Heat Ex Comp,1
471,12/17/21,14:15:43,Cooling,1
472,12/17/21,14:18:43,Heat Ex Comp,0
473,12/17/21,14:23:13,Effulent Coil,1
474,12/17/21,14:31:49,Effulent Coil,0
475,12/17/21,14:45:54,Heat Ex Comp,1
476,12/17/21,14:45:54,Cooling,1
477,12/17/21,14:48:58,Heat Ex Comp,0
478,12/17/21,15:02:04,Heat Ex Comp,1
479,12/17/21,15:02:04,Cooling,1
480,12/17/21,15:04:54,Heat Ex Comp,0
481,12/17/21,15:34:45,Heat Ex Comp,1
482,12/17/21,15:34:45,Cooling,1
483,12/17/21,15:37:23,Heat Ex Comp,0
484,12/17/21,15:54:26,Heat Ex Comp,1
485,12/17/21,15:54:26,Cooling,1
486,12/17/21,16:03:13,Effulent Coil,1
487,12/17/21,16:11:50,Effulent Coil,0
488,12/17/21,16:47:05,Heat Ex Comp,0
489,12/17/21,16:51:50,Cooling,1
490,12/17/21,16:57:05,Heat Ex Comp,1
491,12/17/21,17:02:04,Heat Ex Comp,0
492,12/17/21,17:09:12,Cooling,1
493,12/17/21,17:12:04,Heat Ex Comp,1
494,12/17/21,17:15:59,Heat Ex Comp,0
495,12/17/21,17:23:52,Cooling,1
496,12/17/21,17:25:59,Heat Ex Comp,1
497,12/17/21,17:29:37,Heat Ex Comp,0
498,12/17/21,17:40:21,Heat Ex Comp,1
499,12/17/21,17:40:21,Cooling,1
500,12/17/21,17:43:13,Effulent Coil,1
501,12/17/21,17:43:39,Heat Ex Comp,0
502,12/17/21,17:51:50,Effulent Coil,0
503,12/17/21,17:53:43,Heat Ex Comp,1
504,12/17/21,17:53:43,Cooling,1
505,12/17/21,17:57:01,Heat Ex Comp,0
506,12/17/21,18:10:12,Heat Ex Comp,1
507,12/17/21,18:10:12,Cooling,1
508,12/17/21,18:13:19,Heat Ex Comp,0
509,12/17/21,18:24:24,Heat Ex Comp,1
510,12/17/21,18:24:24,Cooling,1
511,12/17/21,18:27:45,Heat Ex Comp,0
512,12/17/21,18:41:49,Heat Ex Comp,1
513,12/17/21,18:41:49,Cooling,1
514,12/17/21,18:45:00,Heat Ex Comp,0
515,12/17/21,18:56:33,Heat Ex Comp,1
516,12/17/21,18:56:33,Cooling,1
517,12/17/21,18:59:32,Heat Ex Comp,0
518,12/17/21,19:13:06,Heat Ex Comp,1
519,12/17/21,19:13:06,Cooling,1
520,12/17/21,19:16:16,Heat Ex Comp,0
521,12/17/21,19:23:14,Effulent Coil,1
522,12/17/21,19:28:26,Heat Ex Comp,1
523,12/17/21,19:28:26,Cooling,1
524,12/17/21,19:31:30,Heat Ex Comp,0
525,12/17/21,19:31:50,Effulent Coil,0
526,12/17/21,19:45:11,Heat Ex Comp,1
527,12/17/21,19:45:11,Cooling,1
528,12/17/21,19:48:19,Heat Ex Comp,0
529,12/17/21,20:00:21,Heat Ex Comp,1
530,12/17/21,20:00:21,Cooling,1
531,12/17/21,20:03:40,Heat Ex Comp,0
532,12/17/21,20:18:54,Heat Ex Comp,1
533,12/17/21,20:18:54,Cooling,1
534,12/17/21,20:22:04,Heat Ex Comp,0
535,12/17/21,20:34:27,Heat Ex Comp,1
536,12/17/21,20:34:27,Cooling,1
537,12/17/21,20:37:38,Heat Ex Comp,0
538,12/17/21,20:52:30,Heat Ex Comp,1
539,12/17/21,20:52:30,Cooling,1
540,12/17/21,20:55:42,Heat Ex Comp,0
541,12/17/21,21:03:14,Effulent Coil,1
542,12/17/21,21:06:36,Heat Ex Comp,1
543,12/17/21,21:06:36,Cooling,1
544,12/17/21,21:09:35,Heat Ex Comp,0
545,12/17/21,21:11:50,Effulent Coil,0
546,12/17/21,21:25:43,Heat Ex Comp,1
547,12/17/21,21:25:43,Cooling,1
548,12/17/21,21:28:51,Heat Ex Comp,0
549,12/17/21,21:41:01,Heat Ex Comp,1
550,12/17/21,21:41:01,Cooling,1
551,12/17/21,21:44:09,Heat Ex Comp,0
552,12/17/21,21:59:07,Heat Ex Comp,1
553,12/17/21,21:59:07,Cooling,1
554,12/17/21,22:02:12,Heat Ex Comp,0
555,12/17/21,22:15:10,Heat Ex Comp,1
556,12/17/21,22:15:10,Cooling,1
557,12/17/21,22:18:17,Heat Ex Comp,0
558,12/17/21,22:33:14,Heat Ex Comp,1
559,12/17/21,22:33:14,Cooling,1
560,12/17/21,22:36:20,Heat Ex Comp,0
561,12/17/21,22:43:14,Effulent Coil,1
562,12/17/21,22:50:09,Heat Ex Comp,1
563,12/17/21,22:50:09,Cooling,1
564,12/17/21,22:51:50,Effulent Coil,0
565,12/17/21,22:53:15,Heat Ex Comp,0
566,12/17/21,23:06:27,Heat Ex Comp,1
567,12/17/21,23:06:27,Cooling,1
568,12/17/21,23:09:25,Heat Ex Comp,0
569,12/17/21,23:22:29,Heat Ex Comp,1
570,12/17/21,23:22:29,Cooling,1
571,12/17/21,23:25:35,Heat Ex Comp,0
572,12/17/21,23:41:08,Heat Ex Comp,1
573,12/17/21,23:41:08,Cooling,1
574,12/17/21,23:44:17,Heat Ex Comp,0
575,12/17/21,23:57:08,Heat Ex Comp,1
576,12/17/21,23:57:08,Cooling,1
577,12/18/21,00:00:15,Heat Ex Comp,0
578,12/18/21,00:14:25,Heat Ex Comp,1
579,12/18/21,00:14:25,Cooling,1
580,12/18/21,00:17:36,Heat Ex Comp,0
581,12/18/21,00:23:15,Effulent Coil,1
582,12/18/21,00:31:51,Effulent Coil,0
583,12/18/21,00:32:07,Heat Ex Comp,1
