Row,Date,Time,Level,Temperature,pH,Conductivity,Flow,DO
0,12/14/21,07:05:50,23.4,24.8,7.61,794,17,0
1,12/14/21,07:06:50,23.3,24.8,7.61,794,17,0
2,12/14/21,07:07:50,23.4,24.8,7.61,795,16,0
3,12/14/21,07:08:50,23.4,24.8,7.61,794,17,0
4,12/14/21,07:09:50,23.3,24.8,7.61,795,16,0
5,12/14/21,07:10:50,23.3,24.8,7.61,795,17,0
6,12/14/21,07:11:50,23.3,24.8,7.61,795,17,0
7,12/14/21,07:12:50,23.3,24.5,7.61,794,17,0
8,12/14/21,07:13:50,23.4,24.4,7.61,793,16,0
9,12/14/21,07:14:50,23.4,24.4,7.61,795,17,0
10,12/14/21,07:15:50,23.4,24.5,7.62,795,17,0
11,12/14/21,07:16:50,23.4,24.6,7.61,797,17,0
12,12/14/21,07:17:50,23.4,24.6,7.64,796,17,0
13,12/14/21,07:18:50,23.4,24.7,7.64,795,17,0
14,12/14/21,07:19:50,23.3,24.7,7.61,794,17,0
15,12/14/21,07:20:50,23.4,24.7,7.61,795,17,0
16,12/14/21,07:21:50,23.4,24.8,7.62,795,17,0
17,12/14/21,07:22:51,23.4,24.8,7.61,795,17,0
18,12/14/21,07:23:50,23.3,24.8,7.61,795,17,0
19,12/14/21,07:24:50,23.4,24.8,7.61,795,17,0
20,12/14/21,07:25:50,23.4,24.8,7.61,795,17,0
21,12/14/21,07:26:50,23.3,24.8,7.61,795,17,0
22,12/14/21,07:27:51,23.4,24.8,7.61,795,17,0
23,12/14/21,07:28:50,23.4,24.8,7.61,795,17,0
24,12/14/21,07:29:50,23.4,24.6,7.61,794,16,0
25,12/14/21,07:30:51,23.4,24.4,7.61,790,16,0
26,12/14/21,07:31:51,23.4,24.3,7.64,794,17,0
27,12/14/21,07:32:51,23.4,24.5,7.64,795,17,0
28,12/14/21,07:33:51,23.3,24.6,7.61,797,17,0
29,12/14/21,07:34:50,23.3,24.6,7.61,801,16,0
30,12/14/21,07:35:50,23.3,24.7,7.61,802,17,0
31,12/14/21,07:36:51,23.4,24.7,7.61,802,17,0
32,12/14/21,07:37:51,23.4,24.7,7.61,801,17,0
33,12/14/21,07:38:51,23.4,24.7,7.61,801,17,0
34,12/14/21,07:39:51,23.4,24.8,7.61,799,17,0
35,12/14/21,07:40:50,23.4,24.8,7.61,800,17,0
36,12/14/21,07:41:51,23.4,24.8,7.61,799,17,0
37,12/14/21,07:42:51,23.4,24.8,7.61,798,17,0
38,12/14/21,07:43:51,23.4,24.8,7.61,798,17,0
39,12/14/21,07:44:51,23.4,24.8,7.61,799,16,0
40,12/14/21,07:45:51,23.4,24.8,7.61,798,17,0
